Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2020,May,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,3-May-20,3,0.47,0.27,0.28,0.43,,1
2020,May,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,18-May-20,3,0.37,0.12,0.00,0.33,,1
2020,May,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,24-May-20,3,0.43,0.18,0.05,0.22,,1
2020,May,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,4-May-20,3,1.42,0.28,1.48,0.15,,Brood
2020,May,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,9-May-20,2,0.70,0.25,1.18,0.00,,Brood
2020,May,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Threshold exceedance,14-May-20,11,3.40,0.76,1.50,0.60,,Brood
2020,May,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Follow-up,21-May-20,10,4.18,1.13,1.13,0.37,,Brood
2020,May,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,6-May-20,3,0.50,0.30,0.00,0.00,,2
2020,May,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,14-May-20,2,0.60,0.28,0.00,0.00,,2
2020,May,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,19-May-20,3,0.65,0.30,0.00,0.00,,2
2020,May,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,27-May-20,2,0.80,0.40,0.05,0.05,,2
2020,May,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,3-May-20,3,0.95,0.68,0.07,0.02,,2
2020,May,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,10-May-20,3,0.90,0.58,0.00,0.00,,2
2020,May,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,18-May-20,3,1.08,0.48,0.00,0.00,,2
2020,May,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,24-May-20,3,1.18,0.53,0.02,0.00,,2
2020,May,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,31-May-20,3,2.00,0.93,0.10,0.05,,2
2020,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,3-May-20,3,0.22,0.03,0.12,0.00,,1
2020,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,9-May-20,3,0.47,0.13,0.35,0.00,,1
2020,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,16-May-20,3,0.40,0.03,0.20,0.00,,1
2020,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,23-May-20,3,2.92,1.77,0.50,0.00,,1
2020,May,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Routine monitoring,2-May-20,3,0.33,0.08,0.00,0.02,,1
2020,May,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Routine monitoring,9-May-20,3,0.24,0.08,0.24,0.00,,1
2020,May,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Routine monitoring,16-May-20,3,0.77,0.22,0.02,0.00,,1
2020,May,1862,Grieg Seafood BC,Hecate,49.86799,-126.75730,Esperanza Inlet,Routine monitoring,23-May-20,3,1.02,0.28,0.02,0.08,,1
2020,May,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,5-May-20,3,0.13,0.05,0.00,0.02,,1
2020,May,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,12-May-20,3,0.00,0.00,0.23,0.00,,1
2020,May,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,19-May-20,3,0.13,0.07,0.00,0.08,,1
2020,May,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,26-May-20,3,0.87,0.18,0.30,0.15,,1
2020,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Threshold exceedance,5-May-20,3,4.30,1.07,0.75,0.25,Management action planned (Medicinal bath treatment),2
2020,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,9-May-20,3,10.00,1.27,0.73,0.02,Management action planned (Medicinal bath treatment),2
2020,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,12-May-20,3,10.82,1.27,0.12,0.00,Management action planned (Medicinal bath treatment),2
2020,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,19-May-20,3,13.88,1.48,0.20,0.00,Management action planned (Medicinal bath treatment),2
2020,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Pre-treatment,26-May-20,3,10.55,6.53,0.00,0.00,Medicinal bath treatment,2
2020,May,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Post mechanical removal or bath treatment,2-May-20,11,2.08,0.87,1.97,0.00,,2
2020,May,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Threshold exceedance,19-May-20,11,7.72,2.80,0.33,0.00,Harvesting; Management action planned (Medicinal bath treatment),2
2020,May,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Follow-up,2-May-20,3,7.03,3.67,0.00,0.00,Management action planned (Medicinal bath treatment),2
2020,May,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Pre-treatment,9-May-20,4,11.76,7.09,0.00,0.28,Medicinal bath treatment,2
2020,May,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Post mechanical removal or bath treatment,18-May-20,4,0.83,0.76,0.03,0.00,,2
2020,May,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,n/a,0,,,,,Fallow,n/a
2020,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,8-May-20,3,0.92,0.47,0.00,0.05,,2
2020,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Threshold exceedance,15-May-20,8,3.50,1.07,0.59,0.00,Harvesting; Management action planned (Medicinal bath treatment),2
2020,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Follow-up,22-May-20,3,5.77,2.62,0.07,0.02,Harvesting; Management action planned (Medicinal bath treatment),2
2020,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Follow-up,29-May-20,3,5.78,2.80,0.72,0.20,Harvesting; Management action planned (Medicinal bath treatment),2
2020,May,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,5-May-20,3,0.55,0.22,1.92,0.50,,1
2020,May,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,12-May-20,3,0.77,0.30,1.28,0.95,,1
2020,May,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,19-May-20,3,1.15,0.43,0.78,1.85,,1
2020,May,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,25-May-20,3,1.07,0.40,2.70,1.42,,1
2020,May,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,8-May-20,3,0.45,0.08,2.18,0.67,,1
2020,May,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,14-May-20,3,0.23,0.03,1.15,0.22,,1
2020,May,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,21-May-20,3,0.70,0.20,2.45,0.40,,1
2020,May,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,28-May-20,3,0.90,0.15,3.05,0.38,,1
2020,May,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,7-May-20,3,0.73,0.25,0.67,0.00,,1
2020,May,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,11-May-20,3,0.67,0.30,0.63,0.00,,1
2020,May,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,18-May-20,2,1.18,0.40,1.20,0.13,,1
2020,May,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,25-May-20,3,1.18,0.48,0.77,0.28,,1
2020,May,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,8-May-20,3,0.85,0.55,0.07,0.45,,2
2020,May,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,15-May-20,3,0.33,0.17,0.02,0.45,,2
2020,May,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,22-May-20,3,0.68,0.38,0.22,0.00,,2
2020,May,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,27-May-20,3,0.62,0.30,0.43,0.00,,2
2020,May,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,1-May-20,3,0.23,0.15,0.02,0.00,,2
2020,May,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,7-May-20,3,0.37,0.25,0.00,0.00,,2
2020,May,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,13-May-20,3,0.47,0.37,0.03,0.05,,2
2020,May,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,21-May-20,3,0.43,0.25,0.03,0.00,,2
2020,May,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,28-May-20,3,0.10,0.05,0.00,0.00,,2
2020,May,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,n/a,0,,,,,Fallow,n/a
2020,May,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,1-May-20,1,5.45,3.45,0.95,0.00,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,6-May-20,2,7.33,3.85,0.53,0.23,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,12-May-20,1,6.55,3.85,1.65,0.55,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,20-May-20,1,5.60,4.35,0.05,0.00,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,27-May-20,1,7.85,5.20,1.50,0.00,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,5-May-20,3,0.95,0.53,0.02,0.02,,2
2020,May,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,12-May-20,2,2.70,1.48,0.05,0.00,,2
2020,May,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,18-May-20,3,1.70,1.13,0.08,0.00,,2
2020,May,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,27-May-20,2,1.13,0.85,0.00,0.00,,2
2020,May,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Threshold exceedance,4-May-20,2,3.33,0.98,0.45,1.30,Harvesting,2
2020,May,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Follow-up,11-May-20,5,3.15,1.45,5.41,0.53,Harvesting,2
2020,May,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Follow-up,18-May-20,2,5.05,1.45,1.38,0.18,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,3-May-20,3,1.10,0.18,1.15,0.00,,2
2020,May,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,12-May-20,3,0.73,0.20,2.68,0.83,,2
2020,May,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,17-May-20,3,1.45,0.90,2.90,0.00,,2
2020,May,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,25-May-20,3,1.80,0.75,1.03,0.00,,2
2020,May,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,3-May-20,3,1.20,0.38,0.53,0.00,,2
2020,May,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,11-May-20,3,0.77,0.31,1.77,0.48,,2
2020,May,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,18-May-20,3,0.90,0.37,3.30,0.00,,2
2020,May,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,25-May-20,3,1.08,0.53,2.67,0.43,,2
2020,May,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2020,May,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,1-May-20,3,0.78,0.23,0.03,0.00,,2
2020,May,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,8-May-20,3,0.65,0.18,0.00,0.03,,2
2020,May,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,14-May-20,3,1.10,0.57,0.05,0.03,,2
2020,May,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,19-May-20,3,0.63,0.27,0.00,0.07,,2
2020,May,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,2-May-20,2,0.45,0.23,0.03,0.08,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,May,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,5-May-20,2,0.43,0.18,0.00,0.08,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,May,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,14-May-20,2,2.23,1.08,0.05,0.15,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,May,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,24-May-20,2,2.15,0.95,0.00,0.35,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,May,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,28-May-20,2,1.70,0.78,0.00,0.33,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,May,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,7-May-20,3,0.87,0.52,0.02,0.05,,2
2020,May,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,14-May-20,3,2.48,0.68,0.48,1.03,,2
2020,May,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Threshold exceedance; Pre-treatment,21-May-20,4,3.39,2.00,0.20,0.29,In-feed treatment,2
2020,June,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,7-Jun-20,3,0.05,0.03,0.00,0.00,,Brood
2020,June,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,16-Jun-20,3,0.13,0.07,0.02,0.10,,Brood
2020,June,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,21-Jun-20,3,0.02,0.02,0.00,0.02,,Brood
2020,June,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,28-Jun-20,3,0.08,0.05,0.02,0.05,,Brood
2020,June,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,5-Jun-20,3,0.08,0.00,0.40,0.33,,1
2020,June,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,12-Jun-20,2,0.20,0.03,0.65,0.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,June,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,18-Jun-20,3,0.27,0.02,0.35,0.10,,1
2020,June,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,26-Jun-20,3,0.25,0.10,0.22,0.20,,1
2020,June,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,4-Jun-20,3,0.18,0.08,0.95,0.00,,2
2020,June,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,10-Jun-20,3,0.20,0.07,1.18,0.12,,2
2020,June,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,17-Jun-20,3,0.15,0.05,0.45,0.02,,2
2020,June,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,25-Jun-20,2,0.35,0.18,0.03,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2020,June,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,7-Jun-20,3,0.00,0.00,0.02,0.00,,1
2020,June,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,14-Jun-20,3,0.00,0.00,0.03,0.02,,1
2020,June,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,21-Jun-20,3,0.02,0.00,0.00,0.00,,1
2020,June,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,2-Jun-20,2,0.28,0.10,0.85,0.38,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,9-Jun-20,3,0.83,0.28,1.45,0.68,,2
2020,June,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,16-Jun-20,2,0.95,0.43,1.98,0.25,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,23-Jun-20,3,0.32,0.13,2.45,0.33,,2
2020,June,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,30-Jun-20,2,0.73,0.33,1.40,0.43,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,5-Jun-20,3,0.77,0.18,0.13,0.03,,1
2020,June,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,12-Jun-20,3,0.03,0.00,0.00,0.25,,1
2020,June,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,17-Jun-20,3,0.42,0.10,0.30,0.07,,1
2020,June,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,24-Jun-20,3,0.05,0.02,0.00,0.17,,1
2020,June,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,4-Jun-20,3,0.08,0.02,0.00,0.40,,1
2020,June,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,10-Jun-20,3,0.07,0.00,1.03,0.28,,1
2020,June,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,19-Jun-20,3,0.15,0.02,0.13,0.10,,1
2020,June,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,25-Jun-20,2,0.20,0.00,1.28,0.18,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,June,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,4-Jun-20,3,0.20,0.15,0.00,0.00,,2
2020,June,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,11-Jun-20,2,0.33,0.20,0.05,0.20,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,18-Jun-20,3,0.08,0.03,0.00,0.00,,2
2020,June,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,25-Jun-20,2,0.08,0.00,0.05,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,June,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,1-Jun-20,3,0.07,0.05,0.83,0.25,,1
2020,June,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,7-Jun-20,3,0.18,0.07,0.02,2.90,,1
2020,June,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,14-Jun-20,3,0.30,0.07,6.93,0.95,,1
2020,June,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,21-Jun-20,3,0.95,0.32,1.98,0.53,,1
2020,June,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,1-Jun-20,3,0.02,0.00,0.00,0.02,,1
2020,June,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,7-Jun-20,3,0.02,0.03,0.00,0.00,,1
2020,June,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,14-Jun-20,3,0.00,0.00,0.00,0.00,,1
2020,June,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,21-Jun-20,3,0.00,0.00,0.00,0.00,,1
2020,June,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,28-Jun-20,3,0.00,0.00,0.00,0.00,,1
2020,June,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Routine monitoring,7-Jun-20,3,0.02,0.02,0.00,0.27,,1
